V1,barcode_id,global_x,global_y,global_z,x,y,fov,gene,transcript_id
251900,13,6629.194,1261.7742,1,265.427,571.095,707,RFTN2,ENST00000295049
708218,40,6779.76,1216.3619,1,1659.5548,150.61122,707,NNAT,ENST00000346199
121815,6,6752.9453,1254.2634,6,1411.2748,501.5505,707,PDGFRA,ENST00000257290
381211,22,6554.494,1216.6311,2,1425.7604,153.10378,696,NCAM1,ENST00000316851
563456,31,6600.1636,1489.61,3,1848.6251,828.6847,697,CNTN2,ENST00000331830
288999,17,6549.6016,1233.6321,3,1380.4584,310.5192,696,HHIP,ENST00000296575
679011,39,6656.673,1360.9888,0,519.8604,1489.7479,707,SEMA6A,ENST00000343348
759232,40,6697.17,1496.9615,6,894.8334,896.75397,706,NNAT,ENST00000346199
543331,31,6703.537,1363.7917,3,953.78766,1515.7013,707,CNTN2,ENST00000331830
629202,38,6504.8315,1379.6896,4,965.91846,1662.9034,696,APOD,ENST00000343267
720861,39,6702.051,1419.2906,6,940.0266,177.57983,706,SEMA6A,ENST00000343348
663141,38,6645.6694,1350.0741,3,417.97998,1388.687,707,APOD,ENST00000343267
604698,34,6590.8687,1443.3927,0,1762.5615,400.74643,697,MEIS2,ENST00000340545
652776,38,6728.6147,1315.3295,0,1185.9911,1066.9769,707,APOD,ENST00000343267
548217,31,6690.1636,1391.008,5,829.9626,1767.7051,707,CNTN2,ENST00000331830
883210,48,6520.159,1491.4866,5,1107.8434,846.06085,697,SRC,ENST00000358208
679894,40,6547.9526,1219.4,6,1365.1879,178.74089,696,NNAT,ENST00000346199
99196,6,6720.2266,1209.2759,0,1108.3232,1936.9988,708,PDGFRA,ENST00000257290
672940,40,6524.094,1233.58,4,1144.2784,310.03656,696,NNAT,ENST00000346199
296847,17,6616.7095,1217.8252,1,149.83119,164.15958,707,HHIP,ENST00000296575
533212,32,6590.214,1371.0303,4,1756.4952,1582.7255,696,PTCH1,ENST00000331920
673045,40,6558.6753,1238.522,4,1464.4723,355.7963,696,NNAT,ENST00000346199
886670,48,6625.2407,1438.9142,3,228.82513,359.27884,706,SRC,ENST00000358208
590245,34,6681.8784,1380.8479,1,753.24536,1673.6285,707,MEIS2,ENST00000340545
762872,45,6506.769,1387.929,3,983.85974,1739.1947,696,CD74,ENST00000353334
407674,22,6725.974,1259.5688,4,1161.5397,550.67444,707,NCAM1,ENST00000316851
403711,22,6743.56,1458.7338,3,1324.3746,542.79376,706,NCAM1,ENST00000316851
312778,18,6557.2563,1285.7068,4,1451.3335,792.69244,696,COL1A2,ENST00000297268
672275,38,6703.128,1233.0941,6,950,305.53915,707,APOD,ENST00000343267
651243,39,6595.162,1399.8607,4,1802.3134,1849.6733,696,SEMA6A,ENST00000343348
735449,40,6560.7954,1489.1653,5,1484.103,824.5669,697,NNAT,ENST00000346199
378504,22,6536.593,1230.4274,1,1260.0049,280.8468,696,NCAM1,ENST00000316851
725200,40,6796.8403,1385.2736,4,1817.7072,1714.6079,707,NNAT,ENST00000346199
765068,45,6593.022,1224.4927,5,1782.4979,225.89525,696,CD74,ENST00000353334
271814,14,6655.336,1202.0037,3,507.48187,1869.6628,708,IGFBP7,ENST00000295666
705505,40,6677.5464,1294.1594,0,713.1353,870.95764,707,NNAT,ENST00000346199
834667,46,6555.674,1424.5088,0,1436.6804,225.89598,697,C5AR1,ENST00000355085
730346,40,6506.5713,1423.3817,4,982.0271,215.4598,697,NNAT,ENST00000346199
683977,38,6697.443,1412.9178,5,897.35944,118.57234,706,APOD,ENST00000343267
661332,38,6762.3394,1251.2355,3,1498.2555,473.51447,707,APOD,ENST00000343267
889412,48,6792.7812,1456.8766,4,1780.1226,525.59796,706,SRC,ENST00000358208
742030,40,6623.022,1468.163,3,208.27719,630.1015,706,NNAT,ENST00000346199
343944,18,6740.901,1350.882,6,1299.7521,1396.167,707,COL1A2,ENST00000297268
853939,48,6785.1064,1271.2008,0,1709.0603,658.37823,707,SRC,ENST00000358208
719633,40,6606.4976,1202.798,5,1907.2719,1877.0184,695,NNAT,ENST00000346199
19571,1,6752.652,1454.6454,1,1408.5543,504.93802,706,TLL1,ENST00000061240
324014,17,6571.8936,1469.159,5,1586.8629,639.3243,697,HHIP,ENST00000296575
791262,44,6708.2676,1212.0875,1,997.5896,111.032974,707,EZH2,ENST00000350995
794396,47,6593.36,1350.2646,3,1785.6252,1390.4512,696,DLL3,ENST00000356433
105774,6,6571.1675,1345.213,2,1580.1407,1343.6769,696,PDGFRA,ENST00000257290
661069,38,6673.8726,1235.8923,3,679.11945,331.44855,707,APOD,ENST00000343267
428531,22,6565.6685,1495.0511,3,1529.2233,879.06537,697,NCAM1,ENST00000316851
412002,22,6706.865,1309.9225,5,984.6074,1016.91266,707,NCAM1,ENST00000316851
317545,18,6513.62,1408.6912,5,1047.2938,1931.4376,696,COL1A2,ENST00000297268
629410,38,6549.8257,1394.2528,4,1382.534,1797.7491,696,APOD,ENST00000343267
298373,17,6767.006,1358.7999,1,1541.4618,1469.4818,707,HHIP,ENST00000296575
405257,22,6745.4434,1324.1218,3,1341.8125,1148.3877,707,NCAM1,ENST00000316851
392462,22,6532.062,1351.6335,5,1218.0529,1403.1261,696,NCAM1,ENST00000316851
395757,22,6578.718,1361.1576,6,1650.0531,1491.3112,696,NCAM1,ENST00000316851
403924,22,6726.378,1241.8103,3,1165.2797,386.2441,707,NCAM1,ENST00000316851
716130,40,6615.1196,1387.9343,2,135.10742,1739.2438,707,NNAT,ENST00000346199
704704,40,6732.358,1250.5295,0,1220.6498,466.97818,707,NNAT,ENST00000346199
329255,18,6653.7695,1396.4639,3,492.97925,1818.2213,707,COL1A2,ENST00000297268
381983,22,6572.553,1272.24,2,1592.9735,668,696,NCAM1,ENST00000316851
721429,39,6618.489,1445.3882,6,166.30376,419.2237,706,SEMA6A,ENST00000343348
823322,45,6508.5977,1489.5854,3,1000.7894,828.45734,697,CD74,ENST00000353334
417526,22,6684.0537,1408.5415,6,773.3889,1930.0516,707,NCAM1,ENST00000316851
677105,38,6545.412,1461.1014,3,1341.6652,564.717,697,APOD,ENST00000343267
296568,17,6639.384,1412.2258,4,359.77673,112.164444,706,HHIP,ENST00000296575
397180,22,6706.6646,1229.3639,1,982.7484,271,707,NCAM1,ENST00000316851
738162,40,6538.186,1428.3864,6,1274.7583,261.79935,697,NNAT,ENST00000346199
295762,17,6756.5244,1312.9127,0,1444.4117,1044.5992,707,HHIP,ENST00000296575
700460,39,6767.3794,1498.891,1,1544.9207,914.6202,706,SEMA6A,ENST00000343348
558659,31,6739.3877,1431.5646,6,1285.7399,291.22736,706,CNTN2,ENST00000331830
400630,22,6793.1997,1489.3141,2,1784,825.94495,706,NCAM1,ENST00000316851
104587,6,6618.0728,1271.3083,2,162.45258,659.37384,707,PDGFRA,ENST00000257290
67699,4,6633.203,1248.094,3,302.54843,444.42584,707,CDKN1A,ENST00000244741
2808818,162,6765.2183,1464.6025,2,1524.9103,597.1341,706,Blank-23,Blank-23
394612,22,6607.677,1287.3396,6,1918.1904,807.8119,696,NCAM1,ENST00000316851
662619,38,6794.318,1486.7622,0,1794.3523,802.31616,706,APOD,ENST00000343267
414386,22,6744.3726,1436.2203,6,1331.8937,334.33554,706,NCAM1,ENST00000316851
560883,32,6619.2104,1257.8917,4,172.98584,535.1466,707,PTCH1,ENST00000331920
331632,18,6795.3647,1290.4229,4,1804.0452,836.36035,707,COL1A2,ENST00000297268
304097,18,6554.811,1283.9419,1,1428.6947,776.3518,696,COL1A2,ENST00000297268
732592,40,6683.484,1311.4418,6,768.11035,1030.9802,707,NNAT,ENST00000346199
707238,40,6794.0283,1373.8652,0,1791.6733,1608.975,707,NNAT,ENST00000346199
339936,18,6627.2837,1213.824,6,247.73796,127.11101,707,COL1A2,ENST00000297268
218229,11,6708.0415,1317.5565,3,995.49695,1087.5975,707,DRAXIN,ENST00000294485
71541,4,6728.8535,1205.9023,4,1188.199,1905.762,708,CDKN1A,ENST00000244741
162669,9,6532.629,1381.062,5,1223.3036,1675.6116,696,EGFR,ENST00000275493
713690,40,6677.0913,1278.7393,2,708.92175,728.17896,707,NNAT,ENST00000346199
327818,18,6694.5576,1333.6311,3,870.6451,1236.4363,707,COL1A2,ENST00000297268
144953,8,6660.017,1480.4049,1,550.82587,743.4525,706,FCGR2A,ENST00000271450
608103,34,6511.481,1450.1768,1,1027.4875,463.5621,697,MEIS2,ENST00000340545
676275,38,6784.833,1498.4454,3,1706.5277,910.4938,706,APOD,ENST00000343267
713484,39,6693.869,1481.1366,4,864.26984,750.2266,706,SEMA6A,ENST00000343348
383416,22,6531.5366,1371.7611,2,1213.1887,1589.4923,696,NCAM1,ENST00000316851
559618,31,6585.0273,1460.5447,1,1708.4725,559.5616,697,CNTN2,ENST00000331830
711416,40,6627.973,1370.9285,1,254.12341,1581.7828,707,NNAT,ENST00000346199
678670,40,6531.772,1366.6523,5,1215.3665,1542.1893,696,NNAT,ENST00000346199
410391,22,6681.2573,1410.4253,4,747.4948,1947.4944,707,NCAM1,ENST00000316851
721369,39,6694.178,1443.0697,6,867.1323,397.75555,706,SEMA6A,ENST00000343348
4273,0,6744.162,1336.6025,2,1329.945,1263.9493,707,CD4,ENST00000011653
294707,17,6778.111,1457.5667,3,1644.2852,531.98706,706,HHIP,ENST00000296575
832877,45,6667.109,1474.3364,1,616.4924,687.2622,706,CD74,ENST00000353334
662607,38,6693.4414,1320.8264,3,860.31177,1117.8744,707,APOD,ENST00000343267
627167,38,6553.755,1230.5739,4,1418.9149,282.20285,696,APOD,ENST00000343267
110644,6,6642.8467,1355.3119,3,391.84286,1437.1852,707,PDGFRA,ENST00000257290
383602,22,6521.053,1381.3638,2,1116.1202,1678.4055,696,NCAM1,ENST00000316851
673117,40,6567.9595,1242.979,4,1550.4374,397.0653,696,NNAT,ENST00000346199
635588,36,6615.6084,1354.6705,3,139.6357,1431.2458,707,CDH5,ENST00000341529
564549,32,6753.5645,1354.2305,5,1417.0065,1427.1716,707,PTCH1,ENST00000331920
688255,39,6711.079,1229.6118,3,1023.6212,273.2956,707,SEMA6A,ENST00000343348
536920,31,6740.926,1391.3461,0,1299.9802,1770.834,707,CNTN2,ENST00000331830
677279,38,6546.715,1471.9945,3,1353.7274,665.57806,697,APOD,ENST00000343267
838210,45,6769.2285,1423.2837,4,1562.0421,214.55202,706,CD74,ENST00000353334
526366,29,6698.7476,1489.4269,5,909.44403,826.9885,706,VTCN1,ENST00000328189
813574,45,6608.821,1446.4283,0,1928.7842,428.8543,697,CD74,ENST00000353334
679358,38,6579.2075,1413.3516,4,1654.5873,122.58831,697,APOD,ENST00000343267
659137,38,6641.906,1320.4508,2,383.12973,1114.397,707,APOD,ENST00000343267
414775,22,6657.42,1455.2584,6,526.7802,510.6144,706,NCAM1,ENST00000316851
202988,11,6597.784,1405.9253,3,1826.5929,1905.8269,696,DRAXIN,ENST00000294485
725055,40,6719.2197,1380.2723,4,1099,1668.2999,707,NNAT,ENST00000346199
161667,9,6641.643,1316.6509,0,380.69522,1079.212,707,EGFR,ENST00000275493
411094,22,6738.9844,1459.3691,5,1282.0035,548.6771,706,NCAM1,ENST00000316851
674796,40,6511.168,1357.8315,4,1024.5905,1460.5146,696,NNAT,ENST00000346199
836931,45,6615.7515,1491.4843,3,140.96051,846.03827,706,CD74,ENST00000353334
605182,34,6596.279,1471.9216,0,1812.6533,664.9036,697,MEIS2,ENST00000340545
629869,38,6578.5083,1221.5936,5,1648.1132,199.05223,696,APOD,ENST00000343267
706673,40,6684.6753,1346.2078,0,779.142,1352.8867,707,NNAT,ENST00000346199
704443,40,6772.4326,1237.8999,0,1591.7131,350.03683,707,NNAT,ENST00000346199
613738,34,6705.412,1429.2683,6,971.1516,269.9655,706,MEIS2,ENST00000340545
731365,40,6578.4355,1478.2158,4,1647.4401,723.18243,697,NNAT,ENST00000346199
592112,34,6751.2334,1280.9624,2,1395.4218,748.76324,707,MEIS2,ENST00000340545
840528,47,6693.151,1223.7944,0,857.6186,219.4309,707,DLL3,ENST00000356433
671636,38,6780.4,1495.4084,2,1665.4843,882.3734,706,APOD,ENST00000343267
814183,45,6596.566,1477.88,0,1815.3118,720.0735,697,CD74,ENST00000353334
752578,40,6712.707,1459.3276,5,1038.6964,548.29224,706,NNAT,ENST00000346199
311473,17,6646.628,1202.712,5,426.8516,1876.2229,708,HHIP,ENST00000296575
311368,18,6702.339,1223.7838,0,942.6964,219.33179,707,COL1A2,ENST00000297268
340361,18,6543.429,1470.3729,3,1323.3065,650.5633,697,COL1A2,ENST00000297268
71268,4,6704.4126,1257.1504,5,961.8977,528.2817,707,CDKN1A,ENST00000244741
801017,44,6627.8555,1409.9307,4,253.03218,1942.9141,707,EZH2,ENST00000350995
269902,14,6728.039,1282.9647,3,1180.6592,767.3038,707,IGFBP7,ENST00000295666
2494723,152,6626.042,1337.606,0,236.24036,1273.2404,707,Blank-13,Blank-13
383735,22,6563.6475,1389.3386,2,1510.5137,1752.247,696,NCAM1,ENST00000316851
428543,22,6505.4478,1495.8168,3,971.6276,886.1542,697,NCAM1,ENST00000316851
759012,40,6642.715,1490.7487,6,390.61896,839.228,706,NNAT,ENST00000346199
866647,47,6609.1484,1427.8461,6,1931.8156,256.79623,697,DLL3,ENST00000356433
560701,34,6524.6343,1332.0037,1,1149.2804,1221.3676,696,MEIS2,ENST00000340545
154285,9,6579.372,1406.3877,1,1656.1113,1910.1093,696,EGFR,ENST00000275493
269202,13,6564.7773,1472.9751,4,1520.9716,674.65826,697,RFTN2,ENST00000295049
814314,45,6749.177,1296.0823,3,1376.3788,888.76215,707,CD74,ENST00000353334
737623,40,6721.4243,1499.7417,2,1119.4115,922.4968,706,NNAT,ENST00000346199
814963,45,6783.909,1354.4631,3,1697.977,1429.326,707,CD74,ENST00000353334
403287,22,6751.846,1402.3096,2,1401.0974,1872.3489,707,NCAM1,ENST00000316851
231274,13,6513.4814,1404.1792,0,1046.0103,1889.6594,696,RFTN2,ENST00000295049
